filepath,label
Audio\fake\file20928.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2093.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20934.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20936.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20939.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20947.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20950.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20951.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20957.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20958.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20961.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20968.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2098.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20981.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20982.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20989.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20990.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file20999.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21013.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21014.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21018.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2102.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21021.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21030.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21032.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2104.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21047.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21049.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2105.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21056.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21059.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21076.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2108.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21091.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21098.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21101.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21109.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21111.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21123.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21128.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21133.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21172.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21175.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2118.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21181.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21182.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21186.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21190.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21191.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21200.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21210.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21215.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21216.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21218.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21221.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21224.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2124.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21255.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21258.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21260.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21262.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21264.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21276.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21297.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2130.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21300.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21302.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21303.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21312.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21313.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21315.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2132.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21321.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21324.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21330.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21331.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21333.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21341.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21344.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21353.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21361.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21366.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21367.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21373.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21379.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21393.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21398.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file214.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2140.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21403.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21409.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2141.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21411.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21413.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21426.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2143.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21434.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21435.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21436.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2146.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21467.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21469.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21473.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21475.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21479.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21485.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21491.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21498.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21501.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21507.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2151.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21519.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21529.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21549.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21550.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21552.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21558.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21560.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21569.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21574.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21576.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21580.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21585.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21588.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21595.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21596.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21597.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21600.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21604.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21607.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21609.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2161.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21610.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21619.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21622.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21629.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21635.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2164.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21644.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21648.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21655.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21658.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21665.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21675.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21678.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21694.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21700.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21704.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21716.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21723.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2174.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21743.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21744.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21747.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21756.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21759.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21761.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21770.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21773.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21776.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21778.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2178.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21784.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21785.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21789.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21806.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21812.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21820.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21821.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21823.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2183.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21833.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21837.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21839.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21843.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21847.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21853.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21855.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21864.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21872.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21879.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21880.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21888.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21897.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21902.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21910.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21911.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21912.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21926.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21928.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21931.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21933.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21951.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21955.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21957.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21961.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21972.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21976.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21977.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21978.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21979.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21989.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2199.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file21993.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22000.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22010.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22015.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2202.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22023.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22031.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22047.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22049.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22054.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2206.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22074.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22075.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22082.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2209.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22099.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22103.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22108.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22109.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2211.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22125.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22134.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22142.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22157.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22167.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22169.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2218.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22185.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22186.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2219.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22199.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22201.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22216.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22219.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22221.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22229.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2223.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22231.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22247.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22257.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22267.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22270.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2228.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22282.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22290.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22292.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22299.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22300.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22305.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22309.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22314.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22318.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22322.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22327.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22334.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22339.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22346.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22360.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2237.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22374.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22377.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22384.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22385.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22389.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2239.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22391.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22395.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22401.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22414.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22418.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22423.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22427.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22431.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2244.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22442.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22457.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2246.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22471.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22474.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2248.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22480.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22481.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22483.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22488.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2249.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22491.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22495.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22496.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22499.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file225.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2250.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22502.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22525.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22529.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2254.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file2255.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22551.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22553.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22558.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22559.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22562.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22569.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22571.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22576.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file22582.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
